Plot Title: DL5
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, m/s (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPt, °C (LGR S/N: 20495520, SEN S/N: 10232331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20075520, SEN S/N: 10734331, LBL: Tamb)","Gust Speed, m/s (LGR S/N: 20054090, SEN S/N: 20896535)"
2564,04/17/19 08:00:00 PM,14.610,54.000,1.279,165.000,25.590,0.000,5.410,0.000,2.320
2565,04/17/19 09:00:00 PM,12.000,70.000,0.921,135.000,0.000,0.000,6.000,0.800,1.279
2566,04/17/19 10:00:00 PM,10.110,75.000,1.019,129.000,0.000,0.000,5.110,0.000,1.341
2567,04/17/19 11:00:00 PM,11.220,63.000,1.319,151.000,0.000,0.000,3.820,0.200,2.378
2568,04/18/19 12:00:00 AM,12.720,64.000,2.418,162.000,0.000,0.000,5.520,0.200,4.095
2569,04/18/19 01:00:00 AM,12.220,63.000,3.196,163.000,0.000,0.000,4.820,0.800,4.855
2570,04/18/19 02:00:00 AM,11.780,61.000,3.178,161.000,0.000,0.000,3.980,0.800,5.016
2571,04/18/19 03:00:00 AM,11.220,62.000,3.098,157.000,0.000,0.000,3.620,0.800,5.736
2572,04/18/19 04:00:00 AM,10.830,68.000,3.156,159.000,0.000,0.000,4.430,0.800,4.855
2573,04/18/19 05:00:00 AM,10.390,75.000,3.040,156.000,0.000,0.000,5.390,0.800,4.774
2574,04/18/19 06:00:00 AM,10.060,73.000,3.357,155.000,0.000,0.000,4.660,0.800,5.454
2575,04/18/19 07:00:00 AM,9.890,73.000,3.398,159.000,10.470,0.000,4.490,0.800,5.217
2576,04/18/19 08:00:00 AM,10.000,75.000,3.478,157.000,70.940,0.000,5.000,0.800,5.315
2577,04/18/19 09:00:00 AM,10.780,74.000,3.956,156.000,196.550,0.000,5.580,0.800,6.093
2578,04/18/19 10:00:00 AM,12.110,75.000,3.639,158.000,307.030,0.000,7.110,0.800,5.637
2579,04/18/19 11:00:00 AM,12.830,76.000,3.617,157.000,298.890,0.000,8.030,1.000,6.214
2580,04/18/19 12:00:00 PM,13.780,76.000,3.438,159.000,382.630,0.000,8.980,1.000,5.136
2581,04/18/19 01:00:00 PM,14.780,71.000,3.000,158.000,365.180,0.000,8.980,0.800,4.917
2582,04/18/19 02:00:00 PM,16.220,70.000,3.536,155.000,557.080,0.000,10.220,0.500,5.718
2583,04/18/19 03:00:00 PM,17.500,66.000,3.697,148.000,619.880,0.000,10.700,0.000,5.816
2584,04/18/19 04:00:00 PM,18.110,63.000,3.116,158.000,310.520,0.000,10.710,0.800,5.776
2585,04/18/19 05:00:00 PM,17.890,67.000,2.758,153.000,98.860,0.000,11.290,0.800,4.855
2586,04/18/19 06:00:00 PM,17.940,67.000,3.098,147.000,56.990,0.000,11.340,0.800,4.774
2587,04/18/19 07:00:00 PM,17.610,67.000,2.638,153.000,16.280,0.000,11.010,1.000,4.055
2588,04/18/19 08:00:00 PM,17.830,64.000,2.079,164.000,4.650,0.000,10.630,1.000,3.496
2589,04/18/19 09:00:00 PM,17.830,66.000,1.717,154.000,0.000,0.000,11.030,1.000,3.196
2590,04/18/19 10:00:00 PM,17.940,67.000,1.659,172.000,0.000,0.000,11.340,0.000,3.496
2591,04/18/19 11:00:00 PM,17.830,70.000,1.837,168.000,0.000,0.000,11.830,0.000,3.496
2592,04/19/19 12:00:00 AM,17.440,73.000,1.918,155.000,0.000,0.000,12.040,0.000,3.558
2593,04/19/19 01:00:00 AM,16.830,76.000,1.779,147.000,0.000,0.000,12.030,0.000,2.879
2594,04/19/19 02:00:00 AM,17.170,74.000,1.860,153.000,0.000,0.000,11.970,0.000,3.058
2595,04/19/19 03:00:00 AM,17.890,67.000,2.039,165.000,0.000,0.000,11.290,0.000,3.836
2596,04/19/19 04:00:00 AM,18.280,66.000,1.940,164.000,0.000,0.000,11.480,0.000,3.138
2597,04/19/19 05:00:00 AM,17.830,65.000,2.056,152.000,0.000,0.000,10.830,0.000,3.196
2598,04/19/19 06:00:00 AM,17.780,65.000,1.641,153.000,0.000,0.000,10.780,0.000,3.277
2599,04/19/19 07:00:00 AM,17.440,69.000,1.860,152.000,5.820,0.000,11.240,0.000,3.196
2600,04/19/19 08:00:00 AM,17.560,70.000,2.217,149.000,69.780,0.000,11.560,0.000,3.639
2601,04/19/19 09:00:00 AM,18.500,71.000,2.579,167.000,127.930,0.000,12.700,0.000,4.515
2602,04/19/19 10:00:00 AM,19.060,70.000,2.021,175.000,173.290,0.000,13.060,0.000,4.135
2603,04/19/19 11:00:00 AM,19.560,69.000,1.860,179.000,154.680,0.000,13.360,0.500,3.639
2604,04/19/19 12:00:00 PM,19.780,73.000,1.918,178.000,95.370,0.000,14.380,0.800,3.997
2605,04/19/19 01:00:00 PM,20.110,68.000,2.418,173.000,283.770,0.000,13.710,0.500,4.734
2606,04/19/19 02:00:00 PM,21.000,67.000,2.678,171.000,167.470,0.000,14.400,0.800,4.377
2607,04/19/19 03:00:00 PM,20.890,68.000,2.499,173.000,108.160,0.000,14.490,0.800,4.359
2608,04/19/19 04:00:00 PM,20.170,82.000,2.258,176.000,105.830,0.000,16.570,0.800,5.016
2609,04/19/19 05:00:00 PM,18.780,84.000,2.119,162.000,94.200,0.000,15.580,0.800,3.196
2610,04/19/19 06:00:00 PM,18.440,89.000,1.819,154.000,46.520,0.020,16.240,0.800,2.557
2611,04/19/19 07:00:00 PM,17.560,94.000,1.618,132.000,12.790,0.200,16.360,1.000,3.277
2612,04/19/19 08:00:00 PM,17.110,94.000,1.198,105.000,5.820,0.050,15.910,1.000,1.779
2613,04/19/19 09:00:00 PM,16.890,94.000,1.359,133.000,0.000,0.050,15.690,1.000,2.137
2614,04/19/19 10:00:00 PM,13.330,94.000,1.618,301.000,0.000,0.000,12.130,1.000,3.375
2615,04/19/19 11:00:00 PM,8.940,97.000,1.377,306.000,0.000,0.540,8.340,1.000,2.418
2616,04/20/19 12:00:00 AM,6.830,97.000,1.059,301.000,0.000,0.050,6.230,1.000,2.056
2617,04/20/19 01:00:00 AM,6.610,97.000,0.738,292.000,0.000,0.010,6.010,1.000,1.377
2618,04/20/19 02:00:00 AM,6.560,97.000,0.581,279.000,0.000,0.000,5.960,1.000,1.100
2619,04/20/19 03:00:00 AM,6.560,97.000,0.738,279.000,0.000,0.000,5.960,1.000,1.819
2620,04/20/19 04:00:00 AM,5.940,98.000,1.140,314.000,0.000,0.000,5.540,1.000,2.021
2621,04/20/19 05:00:00 AM,5.720,97.000,1.180,324.000,0.000,0.000,5.120,1.000,1.878
2622,04/20/19 06:00:00 AM,5.670,97.000,0.939,328.000,0.000,0.000,5.070,1.000,1.560
2623,04/20/19 07:00:00 AM,5.500,96.000,0.881,315.000,3.490,0.000,4.700,1.000,1.457
2624,04/20/19 08:00:00 AM,5.440,97.000,0.720,299.000,36.050,0.000,4.840,1.000,1.279
2625,04/20/19 09:00:00 AM,5.610,97.000,0.939,302.000,67.450,0.000,5.010,1.000,1.520
2626,04/20/19 10:00:00 AM,5.780,98.000,0.818,307.000,98.860,0.000,5.380,1.000,1.198
2627,04/20/19 11:00:00 AM,6.500,97.000,0.760,281.000,226.790,0.000,5.900,1.000,1.140
2628,04/20/19 12:00:00 PM,8.330,93.000,0.738,242.000,332.620,0.000,6.930,1.000,1.238
2629,04/20/19 01:00:00 PM,9.780,89.000,0.921,290.000,426.820,0.000,7.580,0.800,1.600
2630,04/20/19 02:00:00 PM,12.220,85.000,1.019,275.000,469.850,0.000,9.220,0.800,1.878
2631,04/20/19 03:00:00 PM,13.440,90.000,0.858,272.000,416.350,0.010,11.440,0.800,1.878
2632,04/20/19 04:00:00 PM,16.500,86.000,1.417,266.000,541.960,0.000,13.700,0.800,2.097
2633,04/20/19 05:00:00 PM,20.940,60.000,1.837,205.000,416.350,0.000,12.940,0.500,4.596
2634,04/20/19 06:00:00 PM,22.830,51.000,3.116,160.000,283.770,0.000,13.030,0.000,5.736
2635,04/20/19 07:00:00 PM,22.170,41.000,2.897,164.000,159.330,0.000,10.370,0.000,4.998
2636,04/20/19 08:00:00 PM,20.610,43.000,2.776,165.000,23.260,0.000,9.210,0.000,5.454
2637,04/20/19 09:00:00 PM,18.830,47.000,2.217,161.000,0.000,0.000,8.230,0.000,3.679
2638,04/20/19 10:00:00 PM,13.280,90.000,1.520,282.000,0.000,0.000,11.280,0.800,3.156
2639,04/20/19 11:00:00 PM,9.000,95.000,0.921,305.000,0.000,0.000,8.000,1.000,2.097
2640,04/21/19 12:00:00 AM,8.390,96.000,0.680,308.000,0.000,0.000,7.590,0.800,1.699
2641,04/21/19 01:00:00 AM,8.000,96.000,0.979,117.000,0.000,0.000,7.200,0.000,1.779
2642,04/21/19 02:00:00 AM,7.720,96.000,0.680,267.000,0.000,0.000,6.920,0.800,1.739
2643,04/21/19 03:00:00 AM,7.780,98.000,0.858,279.000,0.000,0.000,7.380,0.800,1.600
2644,04/21/19 04:00:00 AM,7.610,98.000,0.559,300.000,0.000,0.000,7.210,0.800,1.158
2645,04/21/19 05:00:00 AM,7.390,98.000,0.501,89.000,0.000,0.000,6.990,1.000,1.019
2646,04/21/19 06:00:00 AM,7.500,99.000,0.760,286.000,0.000,0.000,7.300,1.000,1.279
2647,04/21/19 07:00:00 AM,7.670,99.000,0.282,291.000,8.140,0.000,7.470,1.000,0.840
2648,04/21/19 08:00:00 AM,7.000,99.000,1.140,295.000,51.170,0.000,6.800,1.000,1.980
2649,04/21/19 09:00:00 AM,7.000,99.000,0.921,314.000,88.390,0.000,6.800,1.000,1.779
2650,04/21/19 10:00:00 AM,7.890,99.000,0.680,281.000,138.400,0.000,7.690,1.000,1.198
2651,04/21/19 11:00:00 AM,8.500,97.000,0.541,269.000,125.600,0.000,7.900,1.000,1.417
2652,04/21/19 12:00:00 PM,8.780,96.000,1.301,308.000,193.060,0.000,7.980,1.000,2.097
2653,04/21/19 01:00:00 PM,9.110,95.000,1.180,299.000,210.500,0.000,8.110,1.000,1.980
2654,04/21/19 02:00:00 PM,9.780,92.000,1.261,304.000,179.100,0.000,8.180,1.000,2.056
2655,04/21/19 03:00:00 PM,10.330,89.000,1.319,317.000,212.830,0.000,8.130,1.000,2.338
2656,04/21/19 04:00:00 PM,10.780,87.000,1.520,314.000,230.270,0.000,8.180,1.000,2.418
2657,04/21/19 05:00:00 PM,11.560,82.000,1.377,321.000,246.560,0.000,7.960,1.000,2.320
2658,04/21/19 06:00:00 PM,12.610,80.000,1.417,326.000,330.290,0.000,8.610,0.800,2.736
2659,04/21/19 07:00:00 PM,12.500,79.000,1.417,0.000,110.490,0.000,8.300,0.800,2.459
2660,04/21/19 08:00:00 PM,11.390,83.000,1.457,17.000,23.260,0.000,7.990,1.000,2.459
2661,04/21/19 09:00:00 PM,10.670,87.000,0.939,338.000,0.000,0.000,8.070,1.000,1.779
2662,04/21/19 10:00:00 PM,10.170,83.000,0.899,328.000,0.000,0.000,6.770,1.000,1.659
2663,04/21/19 11:00:00 PM,10.060,83.000,0.921,335.000,0.000,0.000,6.660,1.000,1.520
2664,04/22/19 12:00:00 AM,9.560,87.000,0.840,317.000,0.000,0.000,6.960,1.000,1.301
2665,04/22/19 01:00:00 AM,8.940,89.000,0.662,290.000,0.000,0.000,6.740,1.000,0.921
2666,04/22/19 02:00:00 AM,8.780,89.000,0.800,316.000,0.000,0.000,6.580,1.000,1.301
2667,04/22/19 03:00:00 AM,8.610,90.000,0.881,314.000,0.000,0.000,6.610,1.000,1.279
2668,04/22/19 04:00:00 AM,8.560,91.000,0.581,308.000,0.000,0.000,6.760,1.000,0.881
2669,04/22/19 05:00:00 AM,8.440,92.000,0.639,299.000,0.000,0.000,6.840,1.000,1.019
2670,04/22/19 06:00:00 AM,7.780,95.000,1.118,316.000,0.000,0.000,6.780,1.000,2.097
2671,04/22/19 07:00:00 AM,7.720,94.000,0.881,329.000,3.490,0.000,6.520,1.000,1.641
2672,04/22/19 08:00:00 AM,7.780,92.000,1.100,312.000,27.910,0.000,6.180,1.000,1.699
2673,04/22/19 09:00:00 AM,8.060,91.000,1.198,307.000,52.340,0.000,6.260,1.000,1.837
2674,04/22/19 10:00:00 AM,8.170,88.000,1.261,304.000,94.200,0.000,5.770,1.000,2.137
2675,04/22/19 11:00:00 AM,8.560,87.000,1.319,308.000,139.560,0.000,5.960,1.000,2.021
2676,04/22/19 12:00:00 PM,9.110,85.000,1.578,308.000,205.850,0.000,6.110,1.000,3.156
2677,04/22/19 01:00:00 PM,9.280,84.000,1.837,304.000,203.530,0.000,6.080,1.000,3.098
2678,04/22/19 02:00:00 PM,9.780,83.000,1.739,300.000,255.860,0.000,6.380,1.000,2.879
2679,04/22/19 03:00:00 PM,10.500,80.000,1.779,302.000,284.940,0.000,6.500,1.000,3.098
2680,04/22/19 04:00:00 PM,11.560,78.000,1.681,308.000,397.750,0.000,7.160,1.000,2.816
2681,04/22/19 05:00:00 PM,12.560,72.000,1.739,309.000,431.470,0.000,6.960,0.800,3.018
2682,04/22/19 06:00:00 PM,13.390,71.000,1.341,325.000,305.870,0.000,7.590,0.200,2.199
2683,04/22/19 07:00:00 PM,13.780,71.000,1.140,301.000,159.330,0.000,7.980,0.000,1.837
2684,04/22/19 08:00:00 PM,13.110,76.000,0.939,310.000,27.910,0.000,8.310,0.000,1.520
2685,04/22/19 09:00:00 PM,11.670,78.000,0.621,333.000,0.000,0.000,7.270,0.000,1.341
2686,04/22/19 10:00:00 PM,9.610,88.000,0.340,102.000,0.000,0.000,7.210,0.000,0.662
2687,04/22/19 11:00:00 PM,8.110,91.000,0.501,127.000,0.000,0.000,6.310,0.000,0.778
2688,04/23/19 12:00:00 AM,7.390,93.000,0.541,123.000,0.000,0.000,5.990,0.000,0.738
2689,04/23/19 01:00:00 AM,6.560,94.000,0.478,109.000,0.000,0.000,5.360,0.000,0.662
2690,04/23/19 02:00:00 AM,5.780,95.000,0.581,111.000,0.000,0.000,4.780,0.000,0.840
2691,04/23/19 03:00:00 AM,5.220,96.000,0.559,116.000,0.000,0.000,4.420,0.000,0.840
2692,04/23/19 04:00:00 AM,4.780,96.000,0.581,106.000,0.000,0.000,3.980,0.000,0.921
2693,04/23/19 05:00:00 AM,4.390,97.000,0.738,102.000,0.000,0.000,3.790,0.000,1.198
2694,04/23/19 06:00:00 AM,3.940,97.000,0.720,75.000,0.000,0.000,3.340,0.000,0.979
2695,04/23/19 07:00:00 AM,3.830,97.000,0.800,71.000,18.610,0.000,3.230,0.000,1.059
2696,04/23/19 08:00:00 AM,5.280,97.000,0.720,60.000,130.260,0.000,4.680,0.000,1.158
2697,04/23/19 09:00:00 AM,8.720,87.000,0.939,84.000,250.050,0.000,6.120,0.000,1.699
2698,04/23/19 10:00:00 AM,14.670,60.000,1.457,128.000,472.180,0.000,6.670,0.000,2.056
2699,04/23/19 11:00:00 AM,18.330,58.000,1.399,144.000,590.800,0.000,9.930,0.000,2.097
2700,04/23/19 12:00:00 PM,20.390,49.000,1.457,156.000,586.150,0.000,10.190,0.000,2.597
2701,04/23/19 01:00:00 PM,22.000,43.000,1.417,170.000,647.790,0.000,10.600,0.000,2.638
2702,04/23/19 02:00:00 PM,23.330,41.000,1.717,187.000,524.510,0.000,11.530,0.800,3.317
2703,04/23/19 03:00:00 PM,22.390,44.000,1.538,205.000,148.860,0.000,11.190,0.800,3.599
2704,04/23/19 04:00:00 PM,21.890,45.000,1.560,199.000,84.900,0.000,10.890,0.800,3.237
2705,04/23/19 05:00:00 PM,20.170,52.000,1.641,180.000,134.910,0.000,10.570,0.800,3.415
2706,04/23/19 06:00:00 PM,19.830,57.000,2.240,179.000,159.330,0.000,11.230,0.800,3.876
2707,04/23/19 07:00:00 PM,18.720,63.000,1.837,184.000,20.930,0.000,11.320,1.000,3.737
2708,04/23/19 08:00:00 PM,16.610,81.000,1.198,213.000,0.000,0.050,12.810,1.000,3.138
2709,04/23/19 09:00:00 PM,15.720,80.000,0.581,210.000,0.000,0.000,11.720,1.000,1.341
2710,04/23/19 10:00:00 PM,15.940,80.000,0.680,224.000,0.000,0.000,11.940,1.000,1.238
2711,04/23/19 11:00:00 PM,15.890,74.000,0.979,263.000,0.000,0.000,10.690,1.000,3.339
2712,04/24/19 12:00:00 AM,15.220,73.000,2.897,282.000,0.000,0.000,9.820,1.000,5.557
2713,04/24/19 01:00:00 AM,13.440,69.000,2.816,288.000,0.000,0.000,7.240,1.000,5.275
2714,04/24/19 02:00:00 AM,11.780,71.000,3.576,282.000,0.000,0.000,5.980,1.000,5.856
2715,04/24/19 03:00:00 AM,10.220,74.000,3.040,283.000,0.000,0.000,5.020,1.000,6.035
2716,04/24/19 04:00:00 AM,8.390,77.000,2.579,287.000,0.000,0.000,3.790,1.000,4.636
2717,04/24/19 05:00:00 AM,6.830,78.000,2.758,287.000,0.000,0.000,2.430,1.000,4.958
2718,04/24/19 06:00:00 AM,6.220,77.000,2.557,281.000,0.000,0.000,1.620,1.000,4.278
2719,04/24/19 07:00:00 AM,6.220,77.000,2.079,280.000,4.650,0.000,1.620,1.000,3.339
2720,04/24/19 08:00:00 AM,6.280,75.000,1.998,282.000,24.420,0.000,1.280,1.000,3.456
2721,04/24/19 09:00:00 AM,6.610,72.000,2.039,276.000,74.430,0.000,1.010,1.000,3.138
2722,04/24/19 10:00:00 AM,7.170,70.000,2.320,279.000,184.920,0.000,1.170,1.000,3.639
2723,04/24/19 11:00:00 AM,8.000,67.000,1.900,292.000,215.160,0.000,1.400,1.000,3.339
2724,04/24/19 12:00:00 PM,8.720,64.000,1.837,303.000,257.020,0.000,1.520,1.000,3.558
2725,04/24/19 01:00:00 PM,9.890,63.000,1.998,320.000,600.110,0.000,2.490,0.800,3.415
2726,04/24/19 02:00:00 PM,10.830,63.000,2.137,326.000,821.080,0.000,3.430,0.800,3.496
2727,04/24/19 03:00:00 PM,11.220,61.000,2.338,330.000,780.370,0.000,3.420,0.500,4.019
2728,04/24/19 04:00:00 PM,11.560,62.000,2.056,334.000,668.730,0.000,3.960,0.500,4.359
2729,04/24/19 05:00:00 PM,11.830,62.000,2.079,319.000,510.560,0.000,4.230,0.500,3.375
2730,04/24/19 06:00:00 PM,11.830,60.000,2.056,337.000,346.570,0.000,3.830,0.000,3.456
2731,04/24/19 07:00:00 PM,11.500,61.000,2.021,327.000,170.960,0.000,3.700,0.000,3.518
2732,04/24/19 08:00:00 PM,10.330,67.000,1.439,336.000,27.910,0.000,3.730,0.000,2.477
2733,04/24/19 09:00:00 PM,8.500,72.000,1.100,9.000,0.000,0.000,2.900,0.000,2.056
2734,04/24/19 10:00:00 PM,7.170,75.000,0.760,353.000,0.000,0.000,2.170,0.000,1.198
2735,04/24/19 11:00:00 PM,6.170,82.000,0.438,12.000,0.000,0.000,2.570,0.000,0.662
2736,04/25/19 12:00:00 AM,4.500,87.000,0.501,74.000,0.000,0.000,1.900,0.000,0.800
2737,04/25/19 01:00:00 AM,2.890,92.000,0.581,137.000,0.000,0.000,1.290,0.000,0.979
2738,04/25/19 02:00:00 AM,2.280,92.000,0.599,129.000,0.000,0.000,0.680,0.000,0.840
2739,04/25/19 03:00:00 AM,2.170,93.000,0.599,94.000,0.000,0.000,0.770,0.000,0.881
2740,04/25/19 04:00:00 AM,2.170,94.000,0.519,101.000,0.000,0.000,0.970,0.000,0.800
2741,04/25/19 05:00:00 AM,1.560,94.000,0.662,107.000,0.000,0.000,0.360,0.000,1.059
2742,04/25/19 06:00:00 AM,0.830,95.000,0.680,89.000,0.000,0.000,-0.170,0.000,1.019
2743,04/25/19 07:00:00 AM,0.500,95.000,0.662,83.000,23.260,0.000,-0.500,0.000,0.961
2744,04/25/19 08:00:00 AM,1.940,93.000,0.818,63.000,150.030,0.000,0.540,0.000,1.100
2745,04/25/19 09:00:00 AM,5.940,75.000,0.939,118.000,326.800,0.000,0.940,0.000,1.980
2746,04/25/19 10:00:00 AM,9.720,65.000,1.417,148.000,508.230,0.000,2.720,0.000,3.098
2747,04/25/19 11:00:00 AM,11.390,62.000,1.077,208.000,555.910,0.000,3.790,0.000,2.378
2748,04/25/19 12:00:00 PM,13.170,51.000,0.961,161.000,689.660,0.000,3.370,0.000,1.819
2749,04/25/19 01:00:00 PM,15.170,45.000,0.979,156.000,719.900,0.000,4.170,0.000,2.280
2750,04/25/19 02:00:00 PM,16.890,38.000,0.921,149.000,686.170,0.000,4.490,0.000,2.137
2751,04/25/19 03:00:00 PM,18.280,32.000,0.738,169.000,459.390,0.000,4.680,0.000,2.021
2752,04/25/19 04:00:00 PM,19.440,28.000,1.238,166.000,605.920,0.000,5.040,0.200,2.660
2753,04/25/19 05:00:00 PM,18.500,34.000,0.961,196.000,113.970,0.000,5.300,1.000,1.779
2754,04/25/19 06:00:00 PM,17.720,46.000,1.019,148.000,61.640,0.000,6.920,1.000,1.918
2755,04/25/19 07:00:00 PM,16.610,59.000,0.939,106.000,30.240,0.000,8.410,1.000,1.457
2756,04/25/19 08:00:00 PM,15.500,46.000,1.059,141.000,15.120,0.000,4.700,1.000,2.056
2757,04/25/19 09:00:00 PM,15.830,50.000,1.498,166.000,0.000,0.000,5.830,1.000,2.597
2758,04/25/19 10:00:00 PM,15.060,58.000,1.377,165.000,0.000,0.000,6.660,0.800,2.097
2759,04/25/19 11:00:00 PM,14.110,63.000,1.520,151.000,0.000,0.000,6.710,1.000,2.597
2760,04/26/19 12:00:00 AM,13.670,81.000,1.699,153.000,0.000,0.010,9.870,1.000,3.058
2761,04/26/19 01:00:00 AM,12.060,88.000,1.618,147.000,0.000,0.010,9.660,1.000,3.156
2762,04/26/19 02:00:00 AM,11.940,83.000,1.837,155.000,0.000,0.000,8.540,1.000,3.098
2763,04/26/19 03:00:00 AM,12.110,86.000,2.177,155.000,0.000,0.000,9.310,1.000,3.496
2764,04/26/19 04:00:00 AM,11.560,92.000,2.079,146.000,0.000,0.060,9.960,1.000,3.138
2765,04/26/19 05:00:00 AM,11.000,94.000,2.021,148.000,0.000,0.120,9.800,1.000,3.836
2766,04/26/19 06:00:00 AM,11.170,93.000,2.137,148.000,0.000,0.000,9.770,1.000,3.237
2767,04/26/19 07:00:00 AM,11.220,92.000,2.597,135.000,6.980,0.000,9.620,0.800,4.238
2768,04/26/19 08:00:00 AM,11.670,91.000,2.539,143.000,32.560,0.000,9.870,1.000,4.055
2769,04/26/19 09:00:00 AM,12.220,91.000,3.018,149.000,89.550,0.000,10.420,1.000,5.096
2770,04/26/19 10:00:00 AM,12.720,91.000,3.156,147.000,124.440,0.010,10.920,1.000,4.774
2771,04/26/19 11:00:00 AM,14.110,84.000,3.679,152.000,329.130,0.000,10.910,0.800,5.995
2772,04/26/19 12:00:00 PM,16.060,83.000,4.175,157.000,554.750,0.000,12.660,1.000,7.215
2773,04/26/19 01:00:00 PM,16.500,82.000,3.997,158.000,448.920,0.000,12.900,1.000,6.276
2774,04/26/19 02:00:00 PM,16.280,82.000,3.196,152.000,237.250,0.000,12.680,0.800,5.414
2775,04/26/19 03:00:00 PM,16.390,79.000,3.339,149.000,323.310,0.000,12.190,1.000,5.315
2776,04/26/19 04:00:00 PM,17.170,80.000,3.558,154.000,351.230,0.000,13.170,1.000,5.378
2777,04/26/19 05:00:00 PM,17.000,85.000,2.959,151.000,183.750,0.000,14.000,1.000,4.636
2778,04/26/19 06:00:00 PM,15.500,93.000,1.699,160.000,25.590,0.110,14.100,1.000,3.058
2779,04/26/19 07:00:00 PM,12.170,87.000,2.776,279.000,9.300,0.200,9.570,1.000,4.596
2780,04/26/19 08:00:00 PM,9.720,91.000,2.378,279.000,2.330,0.050,7.920,1.000,4.359
2781,04/26/19 09:00:00 PM,8.830,87.000,1.797,283.000,0.000,0.010,6.230,1.000,3.375
2782,04/26/19 10:00:00 PM,8.330,91.000,1.641,288.000,0.000,0.010,6.530,1.000,3.196
2783,04/26/19 11:00:00 PM,8.060,91.000,0.680,302.000,0.000,0.000,6.260,1.000,1.457
2784,04/27/19 12:00:00 AM,8.110,86.000,1.100,290.000,0.000,0.000,5.310,1.000,3.156
2785,04/27/19 01:00:00 AM,7.890,77.000,2.199,299.000,0.000,0.000,3.290,1.000,4.555
2786,04/27/19 02:00:00 AM,7.560,74.000,1.699,286.000,0.000,0.000,2.360,1.000,3.818
2787,04/27/19 03:00:00 AM,6.780,70.000,2.557,281.000,0.000,0.000,0.780,0.800,4.855
2788,04/27/19 04:00:00 AM,5.940,69.000,2.119,293.000,0.000,0.000,-0.260,1.000,3.916
2789,04/27/19 05:00:00 AM,5.220,69.000,2.240,291.000,0.000,0.000,-0.980,1.000,4.877
2790,04/27/19 06:00:00 AM,4.440,67.000,3.178,280.000,0.000,0.000,-2.160,1.000,5.356
2791,04/27/19 07:00:00 AM,3.890,69.000,2.839,272.000,4.650,0.000,-2.310,0.800,5.597
2792,04/27/19 08:00:00 AM,3.500,68.000,3.237,276.000,17.450,0.000,-2.900,1.000,5.557
2793,04/27/19 09:00:00 AM,3.110,73.000,2.798,283.000,32.560,0.000,-2.290,1.000,4.636
2794,04/27/19 10:00:00 AM,2.780,76.000,3.339,277.000,66.290,0.000,-2.020,1.000,5.597
2795,04/27/19 11:00:00 AM,1.830,83.000,2.579,282.000,123.280,0.000,-1.570,1.000,5.016
2796,04/27/19 12:00:00 PM,1.720,84.000,2.396,278.000,138.400,0.000,-1.480,0.800,4.417
2797,04/27/19 01:00:00 PM,1.940,83.000,2.477,277.000,117.460,0.000,-1.460,1.000,4.055
2798,04/27/19 02:00:00 PM,2.330,77.000,2.338,283.000,69.780,0.000,-2.270,1.000,4.698
2799,04/27/19 03:00:00 PM,3.440,73.000,2.736,282.000,130.260,0.000,-1.960,1.000,4.774
2800,04/27/19 04:00:00 PM,4.170,71.000,2.700,286.000,117.460,0.000,-1.630,1.000,4.318
2801,04/27/19 05:00:00 PM,4.830,70.000,2.159,288.000,111.650,0.000,-1.170,1.000,4.198
2802,04/27/19 06:00:00 PM,5.720,68.000,2.217,300.000,132.580,0.000,-0.680,1.000,3.818
2803,04/27/19 07:00:00 PM,6.280,67.000,2.320,294.000,76.760,0.000,-0.320,1.000,4.095
2804,04/27/19 08:00:00 PM,6.110,69.000,2.360,291.000,20.930,0.000,-0.090,1.000,4.698
2805,04/27/19 09:00:00 PM,5.720,72.000,1.600,294.000,0.000,0.000,0.120,1.000,3.058
2806,04/27/19 10:00:00 PM,5.560,71.000,1.319,290.000,0.000,0.000,-0.240,1.000,3.018
2807,04/27/19 11:00:00 PM,5.330,72.000,1.319,295.000,0.000,0.000,-0.270,1.000,2.159
2808,04/28/19 12:00:00 AM,5.220,74.000,1.180,278.000,0.000,0.000,0.020,1.000,2.056
2809,04/28/19 01:00:00 AM,5.000,76.000,1.118,265.000,0.000,0.000,0.200,1.000,1.837
2810,04/28/19 02:00:00 AM,4.720,79.000,0.680,227.000,0.000,0.000,0.520,1.000,1.480
2811,04/28/19 03:00:00 AM,4.000,86.000,0.581,161.000,0.000,0.000,1.200,1.000,1.158
2812,04/28/19 04:00:00 AM,2.720,89.000,0.720,139.000,0.000,0.000,0.520,1.000,0.979
2813,04/28/19 05:00:00 AM,2.830,88.000,0.840,146.000,0.000,0.000,0.430,1.000,1.238
2814,04/28/19 06:00:00 AM,3.170,87.000,0.541,246.000,0.000,0.000,0.570,1.000,0.921
2815,04/28/19 07:00:00 AM,3.390,91.000,0.358,141.000,6.980,0.000,1.590,1.000,0.621
