Plot Title: DL5,,,,,,
#,"Date Time, GMT-05:00","Temp, °F (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)"
16171,11/4/2020 17:00,48.88,51.44,10.44,161.1,22.44
16172,11/4/2020 18:00,47.57,55.31,9.83,150.7,0
16173,11/4/2020 19:00,46.85,57.21,11.14,146.2,0
16174,11/4/2020 20:00,46.47,58.23,7.91,146.9,0
16175,11/4/2020 21:00,46.74,59.39,8.46,144.4,0
16176,11/4/2020 22:00,46.69,61.46,8.04,143.9,0
16177,11/4/2020 23:00,46.23,64.12,6.08,137.2,0
16178,11/5/2020 0:00,46.4,65.2,4.65,117.6,0
16179,11/5/2020 1:00,46.49,66.96,4.46,129,0
16180,11/5/2020 2:00,47.57,66.63,8.15,161.2,0
16181,11/5/2020 3:00,47.95,67.44,9.42,167.8,0
16182,11/5/2020 4:00,47.89,68.76,9.22,170.1,0
16183,11/5/2020 5:00,47.88,68.46,9.86,166.3,0
16184,11/5/2020 6:00,47.77,68.63,10.14,158.9,0
16185,11/5/2020 7:00,47.77,74.55,7.26,158.3,0
16186,11/5/2020 8:00,47.1,73.36,8.61,157,11.22
16187,11/5/2020 9:00,47.07,75.09,10.1,152.3,24.68
16188,11/5/2020 10:00,46.67,84.2,9.35,167.5,49.37
16189,11/5/2020 11:00,46.42,84.2,8.3,171.8,70.69
16190,11/5/2020 12:00,46.78,83.4,4.2,186.5,78.54
16191,11/5/2020 13:00,47.77,86.5,3.7,226.4,49.37
16192,11/5/2020 14:00,47.41,87.8,4.38,178.7,76.3
16193,11/5/2020 15:00,47.79,86.1,3.81,193,85.27
16194,11/5/2020 16:00,44.83,90.3,8.75,310.4,19.07
16195,11/5/2020 17:00,41.55,87.9,6.42,294,3.37
16196,11/5/2020 18:00,41.66,86.6,4.68,267.2,0
16197,11/5/2020 19:00,41.27,88.2,2.86,191.3,0
16198,11/5/2020 20:00,40.47,92,2.05,173.8,0
16199,11/5/2020 21:00,38.11,96,4.04,151.8,0
16200,11/5/2020 22:00,36.7,96.1,3.88,157,0
16201,11/5/2020 23:00,36.82,83.9,4.89,240.6,0
16202,11/6/2020 0:00,37.27,83.1,5.72,262.7,0
16203,11/6/2020 1:00,37.34,81.8,5.93,271,0
16204,11/6/2020 2:00,37.54,84.7,2.76,261.6,0
16205,11/6/2020 3:00,36.7,90.2,2.99,142.2,0
16206,11/6/2020 4:00,36.92,81.5,2.29,187.3,0
16207,11/6/2020 5:00,37.33,85.7,4.21,246.5,0
16208,11/6/2020 6:00,35.89,87.9,2.64,194.8,0
16209,11/6/2020 7:00,35.98,74.96,4.54,285,1.12
16210,11/6/2020 8:00,36.72,70.01,9.17,293.9,48.25
16211,11/6/2020 9:00,37.19,69.8,8.11,306,167.18
16212,11/6/2020 10:00,37.81,65.64,7.68,311.1,301.82
16213,11/6/2020 11:00,39.64,59.01,6.2,330,401.68
16214,11/6/2020 12:00,41.4,45.5,8.15,283.8,431.97
16215,11/6/2020 13:00,42.93,45.59,7.28,287.9,425.24
16216,11/6/2020 14:00,45.18,38.91,5.8,278.1,364.65
16217,11/6/2020 15:00,46.09,37.81,6.65,283.3,260.3
16218,11/6/2020 16:00,46.6,38.54,5.1,283.4,126.79
16219,11/6/2020 17:00,45.16,50.4,2.89,198.3,19.07
16220,11/6/2020 18:00,41.15,63.39,3.42,142.2,0
16221,11/6/2020 19:00,40.8,61.13,3.38,143.2,0
16222,11/6/2020 20:00,42.04,58.14,5.29,150.2,0
16223,11/6/2020 21:00,42.66,53.74,5.36,153.7,0
16224,11/6/2020 22:00,43.85,53.28,6.22,165.7,0
16225,11/6/2020 23:00,43.68,56.86,5.23,135.5,0
16226,11/7/2020 0:00,42.89,59.49,6.17,145.3,0
16227,11/7/2020 1:00,42.56,59.35,6.48,143.8,0
16228,11/7/2020 2:00,42.68,58.18,7.39,140.2,0
16229,11/7/2020 3:00,42.55,59.85,6.35,143.6,0
16230,11/7/2020 4:00,42.35,59.88,5.83,145.1,0
16231,11/7/2020 5:00,42.81,62.07,5.64,141.5,0
16232,11/7/2020 6:00,42.96,62.76,6.14,143.2,0
16233,11/7/2020 7:00,43.36,64.17,5.13,148.6,0
16234,11/7/2020 8:00,43.83,68.28,3.48,171.9,2.24
16235,11/7/2020 9:00,44.37,72.45,4.62,237.6,15.71
16236,11/7/2020 10:00,41.61,86,7.46,310.3,25.81
16237,11/7/2020 11:00,39.73,92.9,7.36,326.2,20.2
16238,11/7/2020 12:00,37.51,94,6.81,333.8,17.95
16239,11/7/2020 13:00,36.37,95.3,6.42,319.8,43.76
16240,11/7/2020 14:00,35.19,95.1,7.07,334,52.73
16241,11/7/2020 15:00,33.65,96.1,7.45,328.4,39.27
16242,11/7/2020 16:00,32.24,97.2,7.13,320.9,16.83
16243,11/7/2020 17:00,30.74,98.9,8.13,321.5,3.37
16244,11/7/2020 18:00,29.24,99.4,6.68,328.8,0
16245,11/7/2020 19:00,29.07,99.5,4.46,326.7,0
16246,11/7/2020 20:00,28.43,98.5,5.77,330.7,0
16247,11/7/2020 21:00,27.66,97.8,4.2,340.6,0
16248,11/7/2020 22:00,27.18,97.8,2.94,343.3,0
16249,11/7/2020 23:00,25.74,97.4,3.38,153.2,0
16250,11/8/2020 0:00,24.76,97.4,1.96,206.3,0
16251,11/8/2020 1:00,24.47,96.9,2.69,147.1,0
16252,11/8/2020 2:00,25.96,95,3.53,187.4,0
16253,11/8/2020 3:00,27.37,98.1,7.4,284.2,0
16254,11/8/2020 4:00,27.01,99.3,7.5,294.4,0
16255,11/8/2020 5:00,26.66,98.6,7.94,312.3,0
16256,11/8/2020 6:00,25.82,96.3,9.76,325.8,0
16257,11/8/2020 7:00,25.02,94.3,10.26,323,0
16258,11/8/2020 8:00,24.8,91.5,9.44,300.2,15.71
16259,11/8/2020 9:00,24.65,91.9,10.89,308.3,50.49
16260,11/8/2020 10:00,23.82,86.8,9.37,332.1,75.17
16261,11/8/2020 11:00,24.38,82.4,9.33,326.9,139.13
16262,11/8/2020 12:00,24.63,90.4,8.92,307.3,122.3
16263,11/8/2020 13:00,25.93,82.6,10.53,304.2,393.82
16264,11/8/2020 14:00,25.51,95.5,10.36,312.3,189.62
16265,11/8/2020 15:00,26.26,79.52,9.72,295.8,190.74
16266,11/8/2020 16:00,25.98,72.29,9.57,295.9,93.13
16267,11/8/2020 17:00,25.99,73.85,7.27,316.9,19.07
16268,11/8/2020 18:00,25.03,77.75,4.98,328.7,0
16269,11/8/2020 19:00,24.87,83.5,3.82,343.6,0
16270,11/8/2020 20:00,24.14,84.8,1.97,87.4,0
16271,11/8/2020 21:00,22.48,85.3,2.67,223.6,0
16272,11/8/2020 22:00,18.97,91.1,3.89,145.4,0
16273,11/8/2020 23:00,17.13,91.4,3.84,143.7,0
16274,11/9/2020 0:00,16.12,91.5,4.32,148.4,0
16275,11/9/2020 1:00,15.85,91.3,5.46,147.8,0
16276,11/9/2020 2:00,15.69,90.3,4.73,156.7,0
16277,11/9/2020 3:00,15.89,89.6,4.96,153.2,0
16278,11/9/2020 4:00,16.36,89,5.87,150.3,0
16279,11/9/2020 5:00,16.99,88.8,5.99,148.6,0
16280,11/9/2020 6:00,17.33,87.9,5.54,147.4,0
16281,11/9/2020 7:00,17.69,87.4,6.1,149.7,1.12
16282,11/9/2020 8:00,19.05,83.7,7.53,144.3,84.15
16283,11/9/2020 9:00,23.16,78.31,7.17,130.1,215.42
16284,11/9/2020 10:00,26.48,72.55,7.8,156,262.55
16285,11/9/2020 11:00,29.63,70.44,8.36,165.8,406.16
16286,11/9/2020 12:00,32.13,65.83,9.73,169.4,394.94
16287,11/9/2020 13:00,33.79,59.96,9.29,180,360.16
16288,11/9/2020 14:00,34.64,57.3,11.13,172.1,298.45
16289,11/9/2020 15:00,35.2,58.15,9.76,171.9,217.67
16290,11/9/2020 16:00,34.77,56.33,10.44,167.9,102.1
16291,11/9/2020 17:00,33.99,57.94,7.54,178.8,10.1
16292,11/9/2020 18:00,33.29,59.93,8.55,167.4,0
16293,11/9/2020 19:00,33.24,59.24,9.31,166.5,0
16294,11/9/2020 20:00,33.11,62.79,9.35,163.1,0
16295,11/9/2020 21:00,33.01,62.69,8.93,167.7,0
16296,11/9/2020 22:00,33.2,64.05,9.95,166.1,0
16297,11/9/2020 23:00,33.19,65.55,8.73,165.4,0
16298,11/10/2020 0:00,33.47,65.88,8.05,160.8,0
16299,11/10/2020 1:00,33.26,67.77,7.72,154.3,0
16300,11/10/2020 2:00,32.46,69.47,7.79,153.1,0
16301,11/10/2020 3:00,32.22,70.1,11.35,156.3,0
16302,11/10/2020 4:00,32.3,70.6,9.46,154.6,0
16303,11/10/2020 5:00,32.55,69.9,7.58,151.7,0
16304,11/10/2020 6:00,32.63,68.72,7.59,149.9,0
16305,11/10/2020 7:00,33,69.66,7.48,150.7,0
16306,11/10/2020 8:00,33.47,66.62,10.81,144.3,19.07
16307,11/10/2020 9:00,35.08,63.42,10.21,155.5,98.74
16308,11/10/2020 10:00,36.19,69.94,8.08,162.3,84.15
16309,11/10/2020 11:00,38.84,67.95,7.6,169.8,221.03
16310,11/10/2020 12:00,41.52,60.9,6.67,167.7,325.38
16311,11/10/2020 13:00,45.49,57.61,7.14,196.4,318.65
16312,11/10/2020 14:00,46.62,60,8.74,252.5,103.22
16313,11/10/2020 15:00,47.5,61.08,6.47,266.4,71.81
16314,11/10/2020 16:00,46.87,63.07,7.41,262.7,22.44
16315,11/10/2020 17:00,46.14,64.79,4.72,245.8,5.61
16316,11/10/2020 18:00,45.35,64.88,4.95,264,0
16317,11/10/2020 19:00,45.46,66.95,5.72,276.7,0
16318,11/10/2020 20:00,44.47,76.45,2.78,228.9,0
16319,11/10/2020 21:00,42.21,80.8,2.19,89.9,0
16320,11/10/2020 22:00,42.17,84.8,2.44,339.7,0
16321,11/10/2020 23:00,40.63,89.8,2.02,109,0
16322,11/11/2020 0:00,40.52,91.2,1.92,35.13,0
16323,11/11/2020 1:00,40.75,87.9,3.15,347.6,0
16324,11/11/2020 2:00,40.34,88.1,2.64,25.69,0
16325,11/11/2020 3:00,40.17,89.1,2.34,16.3,0
16326,11/11/2020 4:00,39.42,94.2,4.9,321.7,0
16327,11/11/2020 5:00,38.56,94,3.18,353,0
16328,11/11/2020 6:00,37.77,94.8,4.36,322.8,0
16329,11/11/2020 7:00,36.41,96.8,6.05,282.1,0
16330,11/11/2020 8:00,34.05,95.9,7.43,315.1,4.49
16331,11/11/2020 9:00,32.76,95.4,5.92,310.2,19.07
16332,11/11/2020 10:00,32.5,95,5.5,296.4,40.39
16333,11/11/2020 11:00,32.77,94.3,4.4,291.9,41.51
16334,11/11/2020 12:00,32.66,94.1,5.11,303.8,33.66
16335,11/11/2020 13:00,32.74,94.3,5.9,301.2,23.56
16336,11/11/2020 14:00,32.85,93.3,4.88,321,30.29
16337,11/11/2020 15:00,32.31,92.6,6.17,329.7,14.59
16338,11/11/2020 16:00,31.43,94.2,5.15,334.4,5.61
16339,11/11/2020 17:00,31.02,95.8,4.21,299.8,1.12
16340,11/11/2020 18:00,30.3,96.5,6.38,302.7,0
16341,11/11/2020 19:00,29.98,94.3,6.54,318.2,0
16342,11/11/2020 20:00,29.77,93.1,5.76,340.8,0
16343,11/11/2020 21:00,29.31,92.6,4.36,358.5,0
16344,11/11/2020 22:00,29.24,93.1,4.41,341.7,0
16345,11/11/2020 23:00,29.17,95,5.19,319.9,0
16346,11/12/2020 0:00,28.07,97,7.27,314.6,0
16347,11/12/2020 1:00,26.89,97.4,7.59,310.9,0
16348,11/12/2020 2:00,26.07,97.1,6.38,310.6,0
16349,11/12/2020 3:00,24.88,97.3,7.15,318.3,0
16350,11/12/2020 4:00,22.99,97.3,10.16,313.7,0
16351,11/12/2020 5:00,21.95,97.3,8.87,334.6,0
16352,11/12/2020 6:00,22.02,96.6,8.36,327,0
16353,11/12/2020 7:00,21.89,96.5,8.32,332,0
16354,11/12/2020 8:00,21.96,96.4,8.34,348.7,5.61
16355,11/12/2020 9:00,22.56,96.5,9.26,335.2,20.2
16356,11/12/2020 10:00,22.6,96.3,9.24,335.4,40.39
16357,11/12/2020 11:00,22.53,95.6,8.24,328.8,48.25
16358,11/12/2020 12:00,23.19,87.9,10.67,311,140.25
16359,11/12/2020 13:00,23.54,79.17,13.21,303.9,180.64
16360,11/12/2020 14:00,23.16,80.2,13.18,305,216.55
16361,11/12/2020 15:00,22.7,67.94,12.61,302.3,195.23
16362,11/12/2020 16:00,23.03,60.25,12.74,300.4,200.84
16363,11/12/2020 17:00,21.4,60.76,11.26,301.5,30.29
16364,11/12/2020 18:00,19.37,64.47,10.15,297.7,0
16365,11/12/2020 19:00,18.19,65.99,8.73,285.9,0
16366,11/12/2020 20:00,17.13,66.63,5.72,286.9,0
16367,11/12/2020 21:00,16.48,70.31,6.72,284.3,0
16368,11/12/2020 22:00,16.29,74.56,8.33,279.4,0
16369,11/12/2020 23:00,16.63,72.23,9.54,275.2,0
16370,11/13/2020 0:00,16.77,71.37,9.47,277.2,0
16371,11/13/2020 1:00,17.04,72.07,9,280.6,0
16372,11/13/2020 2:00,17.24,77.15,9.63,279.2,0
16373,11/13/2020 3:00,17.2,79.64,9.97,286.2,0
16374,11/13/2020 4:00,17.06,87,9.46,276.4,0
16375,11/13/2020 5:00,17.65,84.5,9.85,280.3,0
16376,11/13/2020 6:00,18.11,88.5,8.93,310.2,0
16377,11/13/2020 7:00,17.1,90.8,6.3,345,0
16378,11/13/2020 8:00,16.23,93.3,7.08,331.3,16.83
16379,11/13/2020 9:00,16.38,92.5,6.4,314.1,60.59
16380,11/13/2020 10:00,17.55,77.43,8.95,305.7,143.62
16381,11/13/2020 11:00,18.82,79.61,8.53,319.6,186.25
16382,11/13/2020 12:00,20.44,64.7,7.3,318.8,320.89
16383,11/13/2020 13:00,21.63,64.56,8.45,283,442.07
16384,11/13/2020 14:00,22.88,58.09,6.93,290.9,370.26
16385,11/13/2020 15:00,23.67,56.93,5.11,314.4,236.74
16386,11/13/2020 16:00,23.15,59.28,4.56,1.17,105.47
16387,11/13/2020 17:00,21.72,63.62,4.42,38.3,10.1
16388,11/13/2020 18:00,20.76,66.55,3.82,79.82,0
16389,11/13/2020 19:00,19.23,74.4,4.56,122.5,0
16390,11/13/2020 20:00,19.26,71.83,6.53,128.6,0
16391,11/13/2020 21:00,19.93,71.09,7.82,119.6,0
16392,11/13/2020 22:00,20.24,68.52,8.12,123.3,0
16393,11/13/2020 23:00,20.43,68.32,8.07,134.2,0
16394,11/14/2020 0:00,20.64,66.46,8.12,130.9,0
16395,11/14/2020 1:00,21.24,64.61,10.17,143,0
16396,11/14/2020 2:00,22.34,63.01,11.86,152.8,0
16397,11/14/2020 3:00,23,64.23,14.57,156.1,0
16398,11/14/2020 4:00,23.45,65.08,12.86,159.3,0
16399,11/14/2020 5:00,23.84,66.62,11.94,157.9,0
16400,11/14/2020 6:00,24.48,66.69,11.55,157.4,0
16401,11/14/2020 7:00,25.09,67.17,10.72,160.3,0
16402,11/14/2020 8:00,25.95,64.13,10.79,163.7,11.22
16403,11/14/2020 9:00,26.87,63.15,11.71,166.5,25.81
16404,11/14/2020 10:00,27.95,60.95,11.74,165.3,47.12
16405,11/14/2020 11:00,29.2,59.33,11.1,166.6,70.69
16406,11/14/2020 12:00,29.82,57.61,9.93,161.8,71.81
16407,11/14/2020 13:00,30.95,55.2,10.52,169,113.32
16408,11/14/2020 14:00,31.75,56.73,9.05,163.6,70.69
16409,11/14/2020 15:00,32.3,56.47,9.71,161.2,54.98
16410,11/14/2020 16:00,32.83,56.94,9.96,164.2,28.05
16411,11/14/2020 17:00,32.91,56.81,8.66,171.5,6.73
16412,11/14/2020 18:00,33.09,59.07,8.07,170,0
16413,11/14/2020 19:00,33.3,58.38,6.28,178.9,0
16414,11/14/2020 20:00,33.43,60.43,5.14,169.7,0
16415,11/14/2020 21:00,33.13,61.1,5.9,156.2,0
16416,11/14/2020 22:00,33,64.79,5.05,151.9,0
16417,11/14/2020 23:00,32.61,65.75,5.95,145.3,0
16418,11/15/2020 0:00,32.48,65.27,5.97,143.1,0
16419,11/15/2020 1:00,32.49,65.58,5.24,148,0
16420,11/15/2020 2:00,29.96,70.54,4.76,151,0
16421,11/15/2020 3:00,28.04,74.52,5.19,147.9,0
16422,11/15/2020 4:00,26.37,77.59,5.35,151.8,0
16423,11/15/2020 5:00,25.21,78.44,5.09,158.9,0
16424,11/15/2020 6:00,24.71,81.1,4.34,153.4,0
16425,11/15/2020 7:00,22.52,85.4,4,137,0
16426,11/15/2020 8:00,23.94,82.7,3.88,152.1,31.42
16427,11/15/2020 9:00,31.16,67.78,3.26,168.1,145.86
16428,11/15/2020 10:00,36.17,63.4,6.41,183.5,274.89
16429,11/15/2020 11:00,37.89,63.78,7.6,226.6,353.43
16430,11/15/2020 12:00,39.59,63.48,9.47,255.3,375.87
16431,11/15/2020 13:00,41.44,65.34,11.97,269.2,406.16
16432,11/15/2020 14:00,39.86,70.05,12.97,270.6,130.15
16433,11/15/2020 15:00,38.39,73.13,12.68,268,58.34
16434,11/15/2020 16:00,37.46,77.13,11.94,276.3,21.32
16435,11/15/2020 17:00,36.85,79.22,10.62,273.9,1.12
16436,11/15/2020 18:00,35.73,87.3,9.45,309.3,0
16437,11/15/2020 19:00,34.61,76.4,11.58,288.6,0
16438,11/15/2020 20:00,34.23,74.72,6.17,302.6,0
16439,11/15/2020 21:00,34.39,76.4,7.55,311.6,0
16440,11/15/2020 22:00,34.39,76.98,10.81,319.9,0
16441,11/15/2020 23:00,33.96,77.55,10.59,319.5,0
16442,11/16/2020 0:00,32.55,70.37,9.86,339.6,0
16443,11/16/2020 1:00,30.73,66.25,9.73,350.1,0
16444,11/16/2020 2:00,28.23,64.78,8.15,349.9,0
16445,11/16/2020 3:00,26.01,60.38,8.04,11.55,0
16446,11/16/2020 4:00,23.96,62.9,6.25,11.2,0
16447,11/16/2020 5:00,22.51,65.88,3.87,3.69,0
16448,11/16/2020 6:00,20.9,66.02,5.67,21.78,0
16449,11/16/2020 7:00,19.82,69.93,4.36,2.85,0
16450,11/16/2020 8:00,19.78,63.98,3.82,32.86,37.03
16451,11/16/2020 9:00,20.56,56.57,7.3,59.4,154.84
16452,11/16/2020 10:00,22.9,51.84,6.61,45.5,276.01
16453,11/16/2020 11:00,25.85,44.46,4.93,14.38,363.53
16454,11/16/2020 12:00,28.57,52.54,4.93,355.1,403.92
16455,11/16/2020 13:00,30.48,52.5,6.12,339.9,391.58
16456,11/16/2020 14:00,30.8,51.67,7.78,327.8,335.48
16457,11/16/2020 15:00,30.8,53.17,8.22,320.3,235.62
16458,11/16/2020 16:00,30.71,51.69,7.11,320,114.44
16459,11/16/2020 17:00,29.59,61.77,4.45,279.5,11.22
16460,11/16/2020 18:00,27.13,64.77,1.69,25.81,0
16461,11/16/2020 19:00,25.31,56.05,6.29,48.92,0
16462,11/16/2020 20:00,24.47,54.01,4.22,69.69,0
16463,11/16/2020 21:00,23.48,60.32,4.34,43.86,0
16464,11/16/2020 22:00,21.86,77.77,3.66,47.62,0
16465,11/16/2020 23:00,19.86,83.9,2.55,66.63,0
16466,11/17/2020 0:00,18.47,84.3,2.33,79.79,0
16467,11/17/2020 1:00,17.95,84.1,2.13,119.9,0
16468,11/17/2020 2:00,17.35,81.7,2.15,130.6,0
16469,11/17/2020 3:00,17.6,83.4,3.53,100.2,0
16470,11/17/2020 4:00,17.4,72.79,5.13,121.2,0
16471,11/17/2020 5:00,18.12,69.65,5.28,124.4,0
16472,11/17/2020 6:00,18.62,65.84,6.82,125,0
16473,11/17/2020 7:00,18.09,66.37,5.86,111.6,0
16474,11/17/2020 8:00,19.04,56.56,4.94,116.8,35.9
16475,11/17/2020 9:00,24.09,54.33,7.43,134.1,150.35
16476,11/17/2020 10:00,28.43,53.48,9.2,129.5,267.04
16477,11/17/2020 11:00,32.06,47.93,9.65,142,354.55
16478,11/17/2020 12:00,34.67,56.57,9.99,131.9,391.58
16479,11/17/2020 13:00,37.4,56.34,10.85,142.7,371.38
16480,11/17/2020 14:00,38.39,60.8,11.53,149.9,287.23
16481,11/17/2020 15:00,38.36,62.37,10.53,133,152.59
16482,11/17/2020 16:00,38.47,63.74,8.62,137,76.3
16483,11/17/2020 17:00,37.6,67.49,4.99,132.2,13.46
16484,11/17/2020 18:00,36.65,68.42,7.58,128.2,0
16485,11/17/2020 19:00,35.78,72.11,8.72,136,0
16486,11/17/2020 20:00,34.9,75.36,10.72,126.3,0
16487,11/17/2020 21:00,34.37,75.74,8.4,132.1,0
16488,11/17/2020 22:00,34.05,78.48,7.49,138.5,0
16489,11/17/2020 23:00,32.69,81.4,7.68,142.3,0
16490,11/18/2020 0:00,31.71,82.4,6.87,147.2,0
16491,11/18/2020 1:00,31.67,82.3,6.49,149.4,0
16492,11/18/2020 2:00,31.94,82.1,3.97,155.1,0
16493,11/18/2020 3:00,32.34,86.2,7.46,136.7,0
16494,11/18/2020 4:00,31.82,89.7,4.88,145.7,0
16495,11/18/2020 5:00,31.7,89.5,3,151.5,0
16496,11/18/2020 6:00,31.99,89.8,1.8,212.4,0
16497,11/18/2020 7:00,31.84,89.5,2.99,95.5,0
16498,11/18/2020 8:00,32.53,86.9,1.75,93,40.39
16499,11/18/2020 9:00,34.74,81.4,5.25,115,157.08
16500,11/18/2020 10:00,35.54,82.2,7.07,117.3,149.23
16501,11/18/2020 11:00,36.82,79.94,7.26,140.9,198.59
16502,11/18/2020 12:00,38.87,74.91,4.01,146,219.91
16503,11/18/2020 13:00,40.39,72.51,4.8,160,213.18
16504,11/18/2020 14:00,41.68,71.18,3.13,124.7,177.28
16505,11/18/2020 15:00,41.87,70.25,3.05,149.9,105.47
16506,11/18/2020 16:00,41.91,70.77,2.39,82,49.37
16507,11/18/2020 17:00,41.38,75.24,0.89,100.7,11.22
16508,11/18/2020 18:00,37.86,82.5,2.31,116.7,0
16509,11/18/2020 19:00,35.27,87,3.13,109.1,0
16510,11/18/2020 20:00,34.17,88.8,2.27,109.8,0
16511,11/18/2020 21:00,33.4,89.4,2.73,126.1,0
16512,11/18/2020 22:00,31.93,91,2.32,96,0
16513,11/18/2020 23:00,30.98,92.3,3,132.4,0
16514,11/19/2020 0:00,30.65,92.8,2.31,127.3,0
16515,11/19/2020 1:00,29.82,94.1,2.91,91.2,0
16516,11/19/2020 2:00,30.4,94.5,1.75,97.8,0
16517,11/19/2020 3:00,31.39,95.3,2.7,122,0
16518,11/19/2020 4:00,32.4,94.9,1.51,90.3,0
16519,11/19/2020 5:00,32.94,94.7,1.99,198.7,0
16520,11/19/2020 6:00,33.54,93.9,1.14,290.6,0
16521,11/19/2020 7:00,33.57,93.7,1.36,107.2,0
16522,11/19/2020 8:00,33.95,93.6,1.48,147.5,6.73
16523,11/19/2020 9:00,34.9,91.7,2.89,288.6,23.56
16524,11/19/2020 10:00,35.88,89.9,4.1,318.8,57.22
16525,11/19/2020 11:00,36.92,84.8,4.17,311.7,140.25
16526,11/19/2020 12:00,38.7,73.3,4.63,306.1,225.52
16527,11/19/2020 13:00,39.62,68.35,6.44,307.6,182.89
16528,11/19/2020 14:00,40.17,70.44,5.98,317.8,134.64
16529,11/19/2020 15:00,39.75,74.66,5.79,318.7,79.66
16530,11/19/2020 16:00,39.56,76.69,5.74,324.6,37.03
16531,11/19/2020 17:00,38.89,77.01,4.71,323.7,7.85
16532,11/19/2020 18:00,38.55,78.5,4.19,316.4,0
16533,11/19/2020 19:00,37.93,83.1,4.96,328.6,0
16534,11/19/2020 20:00,37.07,83.1,3.54,350.3,0
16535,11/19/2020 21:00,36.68,83.2,3.13,348.4,0
16536,11/19/2020 22:00,36.02,82.2,3.21,343.1,0
16537,11/19/2020 23:00,35.89,81.9,2.54,303.4,0
16538,11/20/2020 0:00,35.27,81.9,3.81,331.4,0
16539,11/20/2020 1:00,35.18,82.4,2.57,319.9,0
16540,11/20/2020 2:00,34.8,83,3.13,313.2,0
16541,11/20/2020 3:00,34.67,83.5,3.1,338.8,0
16542,11/20/2020 4:00,34.69,83.4,2.01,0.57,0
16543,11/20/2020 5:00,34.64,84.6,3.22,289.3,0
16544,11/20/2020 6:00,34.89,85.5,2.29,335.3,0
16545,11/20/2020 7:00,35.02,85.6,3.8,328.2,0
16546,11/20/2020 8:00,35.47,85.5,3.5,331.1,6.73
16547,11/20/2020 9:00,35.9,93.1,4.45,329.8,16.83
16548,11/20/2020 10:00,35.65,95.2,5.02,347.1,17.95
16549,11/20/2020 11:00,35.7,96.4,6.01,320.6,22.44
16550,11/20/2020 12:00,36.57,94.6,7.13,320.5,51.61
16551,11/20/2020 13:00,37.94,87.4,7.89,322.1,98.74
16552,11/20/2020 14:00,38.47,86.9,8.12,319.8,35.9
16553,11/20/2020 15:00,38.27,89.6,9.07,316.8,20.2
16554,11/20/2020 16:00,37.52,92.3,7.7,320.8,7.85
16555,11/20/2020 17:00,37.48,92.7,7.98,317.5,1.12
16556,11/20/2020 18:00,37.82,92.3,8.51,315,0
16557,11/20/2020 19:00,38.07,92.1,7.38,321.1,0
16558,11/20/2020 20:00,38.58,90.9,7.15,321.2,0
16559,11/20/2020 21:00,39,89.4,8.53,322.3,0
16560,11/20/2020 22:00,39.15,87.5,8.66,321.7,0
16561,11/20/2020 23:00,39.23,90,8.05,327.6,0
16562,11/21/2020 0:00,39.15,90.2,5.96,325.3,0
16563,11/21/2020 1:00,39.06,89.5,6.06,320.5,0
16564,11/21/2020 2:00,38.84,88.2,7.05,318,0
16565,11/21/2020 3:00,38.54,87.7,5.92,324.5,0
16566,11/21/2020 4:00,37.98,89.3,5.2,325.8,0
16567,11/21/2020 5:00,37.66,90.2,3.53,316,0
16568,11/21/2020 6:00,37.25,90.7,2.2,25.4,0
16569,11/21/2020 7:00,37.13,91.1,2.45,44.3,0
16570,11/21/2020 8:00,36.38,92.8,1.52,167.5,14.59
16571,11/21/2020 9:00,36.72,89.5,2.64,176.7,71.81
16572,11/21/2020 10:00,38.69,84.3,3.55,197.4,114.44
16573,11/21/2020 11:00,41.17,79.07,6.03,148.6,256.94
16574,11/21/2020 12:00,43.71,67.26,7.03,154.2,347.82
16575,11/21/2020 13:00,45.93,67.47,7.21,151.5,288.35
16576,11/21/2020 14:00,47.46,62.02,8.79,150,265.91
16577,11/21/2020 15:00,48.15,61.6,7.94,160.2,143.62
16578,11/21/2020 16:00,46.89,62.31,8.36,156.2,43.76
16579,11/21/2020 17:00,46.02,64.1,9.42,150.3,10.1
16580,11/21/2020 18:00,46.09,61.93,10.12,153,0
16581,11/21/2020 19:00,46.25,60.25,10.63,160.8,0
16582,11/21/2020 20:00,45.03,68.99,10.72,154.9,0
16583,11/21/2020 21:00,44.85,63.69,12.28,152.7,0
16584,11/21/2020 22:00,45.34,63.91,8.97,158.2,0
16585,11/21/2020 23:00,45.76,64.09,8.84,167.2,0
16586,11/22/2020 0:00,45.63,66.98,7.89,170,0
16587,11/22/2020 1:00,46.85,64.2,10.26,171.4,0
16588,11/22/2020 2:00,47.55,65.9,10.74,174.7,0
16589,11/22/2020 3:00,47.82,67.67,8.72,175.4,0
16590,11/22/2020 4:00,47.71,69.84,8.73,162.5,0
16591,11/22/2020 5:00,47.55,71.92,7.74,163,0
16592,11/22/2020 6:00,48.07,73.1,6.88,179.6,0
16593,11/22/2020 7:00,47.7,82.4,3.87,197.8,0
16594,11/22/2020 8:00,45.74,91.8,4.25,231.5,0
